integration_method,homology_method,species_dir,adj_rand_score,pct_cell_type_kept,from_species,to_species,task_name,type
Harmony,HE,hsapiens to mmusculus,0.9590040256902728,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl,Harmony HE
scANVI,HE,hsapiens to sscrofa,0.9588333600661424,1,hsapiens,sscrofa,Hippocampus_hs_mu_ss,scANVI HE
Scanorama,HE,mmulatta to hsapiens,0.958708407672078,1,mmulatta,hsapiens,Hippocampus_hs_mu_ss,Scanorama HE
scANVI,SH,xtropicalis to hsapiens,0.9586016202249156,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl_dr,scANVI SH
scANVI,SH,hsapiens to sscrofa,0.9586007451454436,1,hsapiens,sscrofa,Hippocampus_hs_mu_ss,scANVI SH
Harmony,O2O,hsapiens to mmusculus,0.9585804070791212,1,hsapiens,mmusculus,Heart_hs_mm,Harmony O2O
scANVI,SH,mfascicularis to hsapiens,0.9584939173464724,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl_dr,scANVI SH
scANVI,HE,mfascicularis to xtropicalis,0.9580434388917696,1,mfascicularis,xtropicalis,Heart_mf_xl,scANVI HE
fastMNN,O2O,hsapiens to mmusculus,0.9579875427928692,0.6363636363636364,hsapiens,mmusculus,Heart_hs_mf_mm_xl_dr,fastMNN O2O
SeuratV4 RPCA,SH,mmusculus to hsapiens,0.9578301251415786,1,mmusculus,hsapiens,Pancreas_hs_mm,SeuratV4 RPCA SH
scANVI,HE,mfascicularis to hsapiens,0.9576652020986018,1,mfascicularis,hsapiens,Heart_hs_mf,scANVI HE
SeuratV4 CCA,SH,hsapiens to mmusculus,0.9575843853431406,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA SH
Harmony,SH,xtropicalis to mmusculus,0.9575628877983288,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,Harmony SH
scANVI,O2O,mmusculus to hsapiens,0.9575470059353012,0.9090909090909092,mmusculus,hsapiens,Heart_hs_mf_mm_xl_dr,scANVI O2O
SeuratV4 CCA,O2O,hsapiens to mmusculus,0.9572440448006756,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA O2O
fastMNN,O2O,hsapiens to mmusculus,0.9570768915847928,0.7272727272727273,hsapiens,mmusculus,Heart_hs_mf_mm_xl,fastMNN O2O
SeuratV4 CCA,HE,xtropicalis to mfascicularis,0.956865431238592,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl,SeuratV4 CCA HE
scVI,O2O,hsapiens to mmusculus,0.956768545986592,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl_dr,scVI O2O
SeuratV4 RPCA,SH,hsapiens to mfascicularis,0.9567590000607776,1,hsapiens,mfascicularis,Heart_hs_mf,SeuratV4 RPCA SH
Harmony,SH,hsapiens to mmusculus,0.9566821107637248,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl,Harmony SH
scANVI,SH,mmusculus to hsapiens,0.9562712449109306,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl_dr,scANVI SH
SeuratV4 CCA,O2O,mfascicularis to mmusculus,0.9562162518174524,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl,SeuratV4 CCA O2O
scANVI,O2O,xtropicalis to mfascicularis,0.9554659822382326,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,scANVI O2O
SeuratV4 RPCA,HE,mfascicularis to mmusculus,0.9553160136235764,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl,SeuratV4 RPCA HE
SeuratV4 RPCA,O2O,hsapiens to mfascicularis,0.9552888013020868,1,hsapiens,mfascicularis,Heart_hs_mf_mm,SeuratV4 RPCA O2O
scANVI,SH,drerio to mmusculus,0.9552822738587432,1,drerio,mmusculus,Heart_mm_dr,scANVI SH
scANVI,SH,mfascicularis to xtropicalis,0.9552505516578804,1,mfascicularis,xtropicalis,Heart_mf_xl,scANVI SH
SeuratV4 CCA,O2O,hsapiens to mmulatta,0.9552138693781675,1,hsapiens,mmulatta,Hippocampus_hs_mu_ss,SeuratV4 CCA O2O
SeuratV4 RPCA,HE,hsapiens to mfascicularis,0.9551633643519356,1,hsapiens,mfascicularis,Heart_hs_mf_mm,SeuratV4 RPCA HE
SeuratV4 RPCA,SH,hsapiens to mfascicularis,0.9550097261327094,1,hsapiens,mfascicularis,Heart_hs_mf_mm,SeuratV4 RPCA SH
SeuratV4 CCA,SH,xtropicalis to mfascicularis,0.9549523807670264,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl,SeuratV4 CCA SH
scANVI,O2O,mfascicularis to xtropicalis,0.9549230261666424,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl_dr,scANVI O2O
scANVI,HE,xtropicalis to hsapiens,0.9547597482061272,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl_dr,scANVI HE
scANVI,SH,mmusculus to mfascicularis,0.9547059798830572,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl,scANVI SH
SeuratV4 RPCA,HE,hsapiens to mmusculus,0.9544703767225932,1,hsapiens,mmusculus,Heart_hs_mf_mm,SeuratV4 RPCA HE
scANVI,SH,hsapiens to mmusculus,0.954198866253942,1,hsapiens,mmusculus,Heart_hs_mm,scANVI SH
scANVI,O2O,hsapiens to mfascicularis,0.9541059601955908,1,hsapiens,mfascicularis,Heart_hs_mf_mm,scANVI O2O
SeuratV4 CCA,HE,mfascicularis to hsapiens,0.9540614992017744,1,mfascicularis,hsapiens,Heart_hs_mf_mm,SeuratV4 CCA HE
SeuratV4 CCA,SH,mfascicularis to hsapiens,0.9540419760050992,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA SH
SeuratV4 CCA,HE,hsapiens to mmusculus,0.9540280006372908,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA HE
scANVI,HE,mfascicularis to xtropicalis,0.9540133332590468,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl_dr,scANVI HE
scANVI,O2O,sscrofa to mmulatta,0.9538542741921768,0.9166666666666666,sscrofa,mmulatta,Hippocampus_hs_mu_ss,scANVI O2O
scANVI,O2O,xtropicalis to hsapiens,0.9537030906490056,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl,scANVI O2O
scANVI,O2O,mmusculus to hsapiens,0.953643256494608,0.9090909090909092,mmusculus,hsapiens,Heart_hs_mf_mm_xl,scANVI O2O
SeuratV4 CCA,O2O,mfascicularis to hsapiens,0.9533401198929464,1,mfascicularis,hsapiens,Heart_hs_mf_mm,SeuratV4 CCA O2O
SeuratV4 RPCA,HE,mfascicularis to mmusculus,0.953333721783776,1,mfascicularis,mmusculus,Heart_hs_mf_mm,SeuratV4 RPCA HE
scANVI,O2O,mmusculus to hsapiens,0.9532285148651928,1,mmusculus,hsapiens,Heart_hs_mm,scANVI O2O
scANVI,SH,xtropicalis to mfascicularis,0.952991770930769,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl,scANVI SH
SeuratV4 CCA,SH,drerio to hsapiens,0.9529704455489892,1,drerio,hsapiens,Heart_hs_dr,SeuratV4 CCA SH
SeuratV4 RPCA,SH,mfascicularis to mmusculus,0.9529556747581648,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl,SeuratV4 RPCA SH
scANVI,HE,mmulatta to sscrofa,0.9528522784021716,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,scANVI HE
scANVI,HE,mfascicularis to xtropicalis,0.9527222779419336,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl,scANVI HE
scANVI,SH,mmulatta to sscrofa,0.952552556362089,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,scANVI SH
SeuratV4 CCA,O2O,mfascicularis to hsapiens,0.9525223480549544,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA O2O
SeuratV4 CCA,HE,mmusculus to hsapiens,0.952326681867756,1,mmusculus,hsapiens,Pancreas_hs_mm,SeuratV4 CCA HE
scANVI,O2O,mfascicularis to hsapiens,0.952272514229817,1,mfascicularis,hsapiens,Heart_hs_mf_mm,scANVI O2O
scANVI,HE,mmusculus to mfascicularis,0.951850490092996,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl_dr,scANVI HE
scVI,SH,hsapiens to sscrofa,0.9516555434427412,1,hsapiens,sscrofa,Hippocampus_hs_mu_ss,scVI SH
scANVI,SH,mmusculus to hsapiens,0.9514967139044148,1,mmusculus,hsapiens,Heart_hs_mm,scANVI SH
fastMNN,O2O,mmusculus to hsapiens,0.9514801166369752,0.8181818181818182,mmusculus,hsapiens,Heart_hs_mm,fastMNN O2O
scVI,HE,hsapiens to sscrofa,0.9513329594279868,1,hsapiens,sscrofa,Hippocampus_hs_mu_ss,scVI HE
SeuratV4 RPCA,SH,hsapiens to mfascicularis,0.9512936916359208,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl,SeuratV4 RPCA SH
SeuratV4 CCA,O2O,xtropicalis to mfascicularis,0.9512123111886088,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl,SeuratV4 CCA O2O
scANVI,HE,hsapiens to xtropicalis,0.9510561797947888,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,scANVI HE
SeuratV4 CCA,SH,hsapiens to mmulatta,0.9510130988401828,1,hsapiens,mmulatta,Hippocampus_hs_mu_ss,SeuratV4 CCA SH
SeuratV4 RPCA,O2O,mfascicularis to hsapiens,0.9509589730572926,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA O2O
scANVI,HE,mfascicularis to hsapiens,0.9509406852516132,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl_dr,scANVI HE
scANVI,HE,mmusculus to hsapiens,0.9508581553819936,0.9090909090909092,mmusculus,hsapiens,Heart_hs_mf_mm_xl_dr,scANVI HE
SeuratV4 CCA,SH,mmusculus to hsapiens,0.9506645824965536,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA SH
scANVI,HE,mfascicularis to hsapiens,0.9503784241396658,1,mfascicularis,hsapiens,Heart_hs_mf_mm,scANVI HE
SeuratV4 RPCA,HE,mfascicularis to hsapiens,0.9502620370383787,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA HE
scANVI,SH,mfascicularis to xtropicalis,0.9501371417042777,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl,scANVI SH
scANVI,O2O,xtropicalis to mmusculus,0.9501184548702408,1,xtropicalis,mmusculus,Heart_hs_mf_mm_xl,scANVI O2O
scANVI,HE,mmusculus to mfascicularis,0.94996448946446,1,mmusculus,mfascicularis,Heart_hs_mf_mm,scANVI HE
SeuratV4 RPCA,SH,mfascicularis to hsapiens,0.9498612511481476,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA SH
fastMNN,HE,mmusculus to hsapiens,0.949821913906306,0.8181818181818182,mmusculus,hsapiens,Heart_hs_mm,fastMNN HE
fastMNN,O2O,mmusculus to hsapiens,0.9497436804236864,0.7272727272727273,mmusculus,hsapiens,Heart_hs_mf_mm,fastMNN O2O
scANVI,SH,drerio to mmusculus,0.94969500327876,1,drerio,mmusculus,Heart_hs_mf_mm_xl_dr,scANVI SH
scANVI,SH,hsapiens to xtropicalis,0.949519397082472,1,hsapiens,xtropicalis,Heart_hs_xl,scANVI SH
scANVI,HE,mmusculus to hsapiens,0.9494103414245796,1,mmusculus,hsapiens,Heart_hs_mm,scANVI HE
fastMNN,SH,mmusculus to hsapiens,0.94936213306787,0.8181818181818182,mmusculus,hsapiens,Heart_hs_mm,fastMNN SH
Harmony,O2O,hsapiens to mmulatta,0.949359177479064,1,hsapiens,mmulatta,Hippocampus_hs_mu_ss,Harmony O2O
SeuratV4 CCA,HE,mfascicularis to hsapiens,0.9493129665002228,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl,SeuratV4 CCA HE
SeuratV4 RPCA,O2O,xtropicalis to hsapiens,0.9493114497274944,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl,SeuratV4 RPCA O2O
scANVI,O2O,mmusculus to mfascicularis,0.9492713935581352,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl,scANVI O2O
scANVI,SH,hsapiens to mfascicularis,0.9492150923356898,1,hsapiens,mfascicularis,Heart_hs_mf_mm,scANVI SH
SeuratV4 RPCA,HE,hsapiens to mmusculus,0.94898007833389,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA HE
SeuratV4 RPCA,O2O,mfascicularis to hsapiens,0.9489126784016204,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl,SeuratV4 RPCA O2O
SeuratV4 RPCA,SH,hsapiens to mmusculus,0.9488460126694662,1,hsapiens,mmusculus,Heart_hs_mf_mm,SeuratV4 RPCA SH
Harmony,SH,hsapiens to mmulatta,0.9485869382628942,1,hsapiens,mmulatta,Hippocampus_hs_mu_ss,Harmony SH
scANVI,SH,mfascicularis to hsapiens,0.9485730388548164,1,mfascicularis,hsapiens,Heart_hs_mf_mm,scANVI SH
scANVI,O2O,mmusculus to xtropicalis,0.9485214765593178,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl_dr,scANVI O2O
fastMNN,HE,sscrofa to mmulatta,0.9484659135411652,0.9166666666666666,sscrofa,mmulatta,Hippocampus_hs_mu_ss,fastMNN HE
scVI,SH,mmulatta to sscrofa,0.9484429631722924,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,scVI SH
scANVI,SH,hsapiens to xtropicalis,0.9483156867559503,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,scANVI SH
SeuratV4 CCA,HE,hsapiens to mmulatta,0.94822401818657,1,hsapiens,mmulatta,Hippocampus_hs_mu_ss,SeuratV4 CCA HE
scANVI,O2O,hsapiens to xtropicalis,0.9481265318206518,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl_dr,scANVI O2O
Scanorama,SH,sscrofa to hsapiens,0.9480660074516428,1,sscrofa,hsapiens,Hippocampus_hs_mu_ss,Scanorama SH
SeuratV4 RPCA,HE,hsapiens to mmusculus,0.9479459618816748,1,hsapiens,mmusculus,Pancreas_hs_mm,SeuratV4 RPCA HE
SeuratV4 RPCA,O2O,hsapiens to mfascicularis,0.9478319373554562,1,hsapiens,mfascicularis,Heart_hs_mf,SeuratV4 RPCA O2O
SeuratV4 RPCA,HE,hsapiens to mfascicularis,0.9477870146673414,1,hsapiens,mfascicularis,Heart_hs_mf,SeuratV4 RPCA HE
Harmony,HE,hsapiens to mmulatta,0.947778941082432,1,hsapiens,mmulatta,Hippocampus_hs_mu_ss,Harmony HE
fastMNN,SH,drerio to hsapiens,0.9476801016389814,1,drerio,hsapiens,Heart_hs_mf_mm_xl_dr,fastMNN SH
scVI,O2O,hsapiens to sscrofa,0.9475791316480372,1,hsapiens,sscrofa,Hippocampus_hs_mu_ss,scVI O2O
scANVI,O2O,mmulatta to sscrofa,0.9472470962212642,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,scANVI O2O
scANVI,SH,mmusculus to hsapiens,0.9471542012337716,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl,scANVI SH
scANVI,O2O,hsapiens to sscrofa,0.9471463611514348,1,hsapiens,sscrofa,Hippocampus_hs_mu_ss,scANVI O2O
scANVI,HE,mmusculus to hsapiens,0.947026174871996,1,mmusculus,hsapiens,Heart_hs_mf_mm,scANVI HE
fastMNN,HE,mmusculus to hsapiens,0.946980763139206,0.7272727272727273,mmusculus,hsapiens,Heart_hs_mf_mm,fastMNN HE
Harmony,SH,xtropicalis to hsapiens,0.9468025682390232,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl,Harmony SH
Scanorama,HE,mmusculus to hsapiens,0.9467308193482282,1,mmusculus,hsapiens,Heart_hs_mf_mm,Scanorama HE
SeuratV4 RPCA,SH,xtropicalis to hsapiens,0.9467148498360068,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA SH
scANVI,SH,mmusculus to mfascicularis,0.946688494943678,1,mmusculus,mfascicularis,Heart_hs_mf_mm,scANVI SH
SeuratV4 RPCA,O2O,hsapiens to sscrofa,0.9465889097997192,1,hsapiens,sscrofa,Hippocampus_hs_mu_ss,SeuratV4 RPCA O2O
fastMNN,O2O,mmusculus to hsapiens,0.9465843998654344,0.6363636363636364,mmusculus,hsapiens,Heart_hs_mf_mm_xl,fastMNN O2O
SeuratV4 RPCA,SH,mmulatta to sscrofa,0.9464354867718856,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,SeuratV4 RPCA SH
scANVI,SH,mmusculus to hsapiens,0.94627085451343,1,mmusculus,hsapiens,Heart_hs_mf_mm,scANVI SH
SeuratV4 RPCA,O2O,mfascicularis to hsapiens,0.9459549179165512,1,mfascicularis,hsapiens,Heart_hs_mf_mm,SeuratV4 RPCA O2O
SeuratV4 RPCA,O2O,mmulatta to sscrofa,0.9456937120950544,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,SeuratV4 RPCA O2O
SeuratV4 RPCA,HE,mmulatta to sscrofa,0.9454690771454451,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,SeuratV4 RPCA HE
SeuratV4 RPCA,O2O,hsapiens to mfascicularis,0.9452589781845474,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl,SeuratV4 RPCA O2O
SeuratV4 RPCA,HE,mfascicularis to hsapiens,0.9450828935123572,1,mfascicularis,hsapiens,Heart_hs_mf_mm,SeuratV4 RPCA HE
SeuratV4 RPCA,SH,hsapiens to sscrofa,0.9450361019783272,1,hsapiens,sscrofa,Hippocampus_hs_mu_ss,SeuratV4 RPCA SH
scVI,O2O,mmulatta to sscrofa,0.9449168317958636,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,scVI O2O
fastMNN,SH,mmusculus to hsapiens,0.9448932467470944,0.7272727272727273,mmusculus,hsapiens,Heart_hs_mf_mm_xl,fastMNN SH
fastMNN,SH,mmusculus to hsapiens,0.9447920441412928,0.7272727272727273,mmusculus,hsapiens,Heart_hs_mf_mm,fastMNN SH
SeuratV4 RPCA,HE,hsapiens to sscrofa,0.9447012417128964,1,hsapiens,sscrofa,Hippocampus_hs_mu_ss,SeuratV4 RPCA HE
SeuratV4 RPCA,O2O,xtropicalis to hsapiens,0.9443357060946402,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 RPCA O2O
scVI,HE,mmulatta to sscrofa,0.9442987039320316,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,scVI HE
fastMNN,HE,mmusculus to hsapiens,0.943980033724652,0.6363636363636364,mmusculus,hsapiens,Heart_hs_mf_mm_xl,fastMNN HE
SeuratV4 RPCA,SH,mfascicularis to hsapiens,0.9438760950405032,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl,SeuratV4 RPCA SH
scANVI,HE,mmusculus to xtropicalis,0.943780066410206,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl_dr,scANVI HE
Harmony,HE,hsapiens to mfascicularis,0.9434128235286988,1,hsapiens,mfascicularis,Heart_hs_mf,Harmony HE
scANVI,SH,sscrofa to mmulatta,0.9431270048291084,1,sscrofa,mmulatta,Hippocampus_hs_mu_ss,scANVI SH
SeuratV4 CCA,O2O,hsapiens to mfascicularis,0.9431259942679828,1,hsapiens,mfascicularis,Heart_hs_mf_mm,SeuratV4 CCA O2O
scANVI,HE,hsapiens to xtropicalis,0.9428501233580984,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,scANVI HE
scANVI,SH,mfascicularis to xtropicalis,0.9427288161561012,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl_dr,scANVI SH
fastMNN,SH,sscrofa to mmulatta,0.9426488323817368,0.8333333333333334,sscrofa,mmulatta,Hippocampus_hs_mu_ss,fastMNN SH
scVI,HE,hsapiens to mmusculus,0.9424331679086276,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl_dr,scVI HE
scANVI,O2O,mmusculus to hsapiens,0.9424302210416484,1,mmusculus,hsapiens,Heart_hs_mf_mm,scANVI O2O
Harmony,HE,xtropicalis to hsapiens,0.9423708837931142,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl,Harmony HE
scANVI,HE,sscrofa to mmulatta,0.9422555403880882,0.9166666666666666,sscrofa,mmulatta,Hippocampus_hs_mu_ss,scANVI HE
scANVI,O2O,hsapiens to xtropicalis,0.9421472582429816,1,hsapiens,xtropicalis,Heart_hs_mf_mm_xl,scANVI O2O
SeuratV4 RPCA,HE,hsapiens to mfascicularis,0.9418512962737878,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl,SeuratV4 RPCA HE
fastMNN,O2O,mfascicularis to hsapiens,0.9415878706940078,1,mfascicularis,hsapiens,Heart_hs_mf,fastMNN O2O
fastMNN,O2O,sscrofa to mmulatta,0.9414180011126632,0.8333333333333334,sscrofa,mmulatta,Hippocampus_hs_mu_ss,fastMNN O2O
scANVI,O2O,mfascicularis to xtropicalis,0.941356621120204,1,mfascicularis,xtropicalis,Heart_hs_mf_mm_xl,scANVI O2O
SeuratV4 CCA,SH,hsapiens to mfascicularis,0.9413131519631336,1,hsapiens,mfascicularis,Heart_hs_mf_mm,SeuratV4 CCA SH
SeuratV4 CCA,HE,mmusculus to hsapiens,0.9412170132757194,1,mmusculus,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA HE
scVI,SH,hsapiens to mfascicularis,0.9411706585172812,1,hsapiens,mfascicularis,Heart_hs_mf,scVI SH
scANVI,O2O,hsapiens to xtropicalis,0.9409401045186232,1,hsapiens,xtropicalis,Heart_hs_xl,scANVI O2O
scANVI,HE,hsapiens to mfascicularis,0.940764793861478,1,hsapiens,mfascicularis,Heart_hs_mf,scANVI HE
SeuratV4 CCA,O2O,hsapiens to mfascicularis,0.9406942330197058,1,hsapiens,mfascicularis,Heart_hs_mf,SeuratV4 CCA O2O
SeuratV4 CCA,O2O,mmusculus to mfascicularis,0.9404575723363982,1,mmusculus,mfascicularis,Heart_mf_mm,SeuratV4 CCA O2O
scVI,HE,hsapiens to mmusculus,0.9402976720748122,1,hsapiens,mmusculus,Heart_hs_mf_mm_xl,scVI HE
Harmony,HE,sscrofa to hsapiens,0.940081739100772,1,sscrofa,hsapiens,Hippocampus_hs_mu_ss,Harmony HE
scVI,O2O,hsapiens to mmusculus,0.9399597618258616,1,hsapiens,mmusculus,Heart_hs_mf_mm,scVI O2O
SeuratV4 RPCA,SH,xtropicalis to mfascicularis,0.9394915190316956,1,xtropicalis,mfascicularis,Heart_mf_xl,SeuratV4 RPCA SH
SeuratV4 CCA,HE,mmusculus to mfascicularis,0.9394643048198468,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl,SeuratV4 CCA HE
fastMNN,O2O,hsapiens to mfascicularis,0.9394425922240934,1,hsapiens,mfascicularis,Heart_hs_mf,fastMNN O2O
fastMNN,SH,mmulatta to sscrofa,0.939419713288462,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,fastMNN SH
fastMNN,HE,hsapiens to mfascicularis,0.9392433285419016,1,hsapiens,mfascicularis,Heart_hs_mf,fastMNN HE
fastMNN,HE,mmulatta to sscrofa,0.9390616031919572,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,fastMNN HE
fastMNN,SH,hsapiens to mfascicularis,0.9390573622367094,1,hsapiens,mfascicularis,Heart_hs_mf,fastMNN SH
SeuratV4 CCA,HE,mmulatta to sscrofa,0.9387728971366736,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,SeuratV4 CCA HE
scVI,HE,hsapiens to mfascicularis,0.9386550111304324,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl_dr,scVI HE
fastMNN,HE,mmusculus to mfascicularis,0.93828756716445,1,mmusculus,mfascicularis,Heart_hs_mf_mm,fastMNN HE
fastMNN,O2O,xtropicalis to mfascicularis,0.9382268065959354,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl_dr,fastMNN O2O
Harmony,SH,xtropicalis to mfascicularis,0.9380028952694588,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl,Harmony SH
scANVI,HE,mmusculus to xtropicalis,0.9378464635485544,1,mmusculus,xtropicalis,Heart_hs_mf_mm_xl,scANVI HE
fastMNN,SH,mmusculus to mfascicularis,0.9374235533391144,1,mmusculus,mfascicularis,Heart_hs_mf_mm,fastMNN SH
Harmony,SH,mmusculus to mfascicularis,0.9372469817487876,1,mmusculus,mfascicularis,Heart_hs_mf_mm_xl,Harmony SH
fastMNN,O2O,mmusculus to mfascicularis,0.9371829680885988,1,mmusculus,mfascicularis,Heart_hs_mf_mm,fastMNN O2O
SeuratV4 CCA,HE,mmusculus to mfascicularis,0.9370350090386887,1,mmusculus,mfascicularis,Heart_mf_mm,SeuratV4 CCA HE
SeuratV4 CCA,SH,hsapiens to mfascicularis,0.9370295397574102,1,hsapiens,mfascicularis,Heart_hs_mf,SeuratV4 CCA SH
SeuratV4 CCA,HE,hsapiens to mfascicularis,0.9369424385068188,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl,SeuratV4 CCA HE
SeuratV4 CCA,O2O,hsapiens to mmusculus,0.9368391718828516,1,hsapiens,mmusculus,Heart_hs_mf_mm,SeuratV4 CCA O2O
Harmony,SH,mfascicularis to mmusculus,0.9367442162350704,1,mfascicularis,mmusculus,Heart_hs_mf_mm_xl_dr,Harmony SH
SeuratV4 CCA,O2O,xtropicalis to hsapiens,0.9364286697026044,1,xtropicalis,hsapiens,Heart_hs_mf_mm_xl,SeuratV4 CCA O2O
SeuratV4 CCA,SH,mfascicularis to hsapiens,0.9363568739666572,1,mfascicularis,hsapiens,Heart_hs_mf_mm,SeuratV4 CCA SH
Harmony,O2O,mmulatta to sscrofa,0.93633343499136,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,Harmony O2O
SeuratV4 CCA,SH,mmulatta to sscrofa,0.9362377692682384,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,SeuratV4 CCA SH
SeuratV4 CCA,SH,hsapiens to mfascicularis,0.9360881429456938,1,hsapiens,mfascicularis,Heart_hs_mf_mm_xl,SeuratV4 CCA SH
Harmony,HE,hsapiens to mmusculus,0.9359736586205518,1,hsapiens,mmusculus,Heart_hs_mm,Harmony HE
SeuratV4 CCA,O2O,mmulatta to sscrofa,0.9357711735106592,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,SeuratV4 CCA O2O
SeuratV4 CCA,HE,hsapiens to mfascicularis,0.9356929677936678,1,hsapiens,mfascicularis,Heart_hs_mf_mm,SeuratV4 CCA HE
SeuratV4 CCA,HE,hsapiens to mfascicularis,0.9356908135903664,1,hsapiens,mfascicularis,Heart_hs_mf,SeuratV4 CCA HE
fastMNN,SH,hsapiens to sscrofa,0.9355659122046556,1,hsapiens,sscrofa,Hippocampus_hs_mu_ss,fastMNN SH
fastMNN,O2O,mmulatta to sscrofa,0.9355423173452708,1,mmulatta,sscrofa,Hippocampus_hs_mu_ss,fastMNN O2O
SeuratV4 CCA,HE,mfascicularis to hsapiens,0.9354631129771508,1,mfascicularis,hsapiens,Heart_hs_mf_mm_xl_dr,SeuratV4 CCA HE
SeuratV4 RPCA,O2O,xtropicalis to mfascicularis,0.9354460778554552,1,xtropicalis,mfascicularis,Heart_hs_mf_mm_xl,SeuratV4 RPCA O2O
scANVI,HE,hsapiens to mfascicularis,0.9353649289708404,1,hsapiens,mfascicularis,Heart_hs_mf_mm,scANVI HE
