from_species,test_acc,type_label,integration_method,input_file,homology_method,acc_prior,acc_loss,type,task_name
mmulatta,0.7394039637298048,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.950763505331246,0.21135954160144121,LIGER UINMF higher expression,Hippocampus
sscrofa,0.7822035604382963,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9894739869431424,0.20727042650484606,LIGER UINMF higher expression,Hippocampus
sscrofa,0.7920393431307698,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9894739869431424,0.19743464381237252,LIGER UINMF stronger homology,Hippocampus
sscrofa,0.792355698714446,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9894739869431424,0.19711828822869637,LIGER UINMF higher expression,Hippocampus
sscrofa,0.8061603060021282,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9894739869431424,0.1833136809410142,LIGER UINMF one2one only,Hippocampus
sscrofa,0.8068217767679963,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9894739869431424,0.1826522101751461,LIGER UINMF one2one only,Hippocampus
mmulatta,0.7891721062114186,original,LIGER,metadata_nf_ca1sub_one2one_only_LIGER_integrated.h5ad,one2one only,0.950763505331246,0.16159139911982734,LIGER one2one only,Hippocampus
mmulatta,0.7928050329326284,original,LIGER,metadata_nf_ca1sub_one2one_only_LIGER_integrated.h5ad,one2one only,0.950763505331246,0.1579584723986176,LIGER one2one only,Hippocampus
mmulatta,0.8369318014000059,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.950763505331246,0.11383170393124009,LIGER UINMF one2one only,Hippocampus
mmulatta,0.8396786484331158,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.950763505331246,0.11108485689813019,LIGER UINMF one2one only,Hippocampus
mmulatta,0.911746463065245,original,LIGER,metadata_nf_ca1sub_many_higher_expr_LIGER_integrated.h5ad,higher expression,0.950763505331246,0.039017042266001,LIGER higher expression,Hippocampus
mmulatta,0.9133414065038248,original,LIGER,metadata_nf_ca1sub_many_higher_expr_LIGER_integrated.h5ad,higher expression,0.950763505331246,0.0374220988274212,LIGER higher expression,Hippocampus
mmulatta,0.9141979502023216,original,LIGER,metadata_nf_ca1sub_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.950763505331246,0.03656555512892434,LIGER stronger homology,Hippocampus
mmulatta,0.9152317098384382,original,Scanorama,metadata_nf_ca1sub_one2one_only_scanorama_integrated.h5ad,one2one only,0.950763505331246,0.03553179549280783,Scanorama one2one only,Hippocampus
mmulatta,0.915763357651298,original,LIGER,metadata_nf_ca1sub_many_higher_homology_conf_LIGER_integrated.h5ad,stronger homology,0.950763505331246,0.03500014767994797,LIGER stronger homology,Hippocampus
mmulatta,0.9163540774433648,original,Harmony,metadata_nf_ca1sub_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.950763505331246,0.03440942788788115,Harmony stronger homology,Hippocampus
mmulatta,0.9170629411938448,original,Scanorama,metadata_nf_ca1sub_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.950763505331246,0.03370056413740119,Scanorama higher expression,Hippocampus
mmulatta,0.917358301089878,original,Scanorama,metadata_nf_ca1sub_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.950763505331246,0.03340520424136795,Scanorama higher expression,Hippocampus
mmulatta,0.9180080928611511,original,Harmony,metadata_nf_ca1sub_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.950763505331246,0.032755412470094836,Harmony stronger homology,Hippocampus
mmulatta,0.9190713884868712,original,Scanorama,metadata_nf_ca1sub_one2one_only_scanorama_integrated.h5ad,one2one only,0.950763505331246,0.031692116844374785,Scanorama one2one only,Hippocampus
mmulatta,0.9192486044244912,original,Scanorama,metadata_nf_ca1sub_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.950763505331246,0.031514900906754795,Scanorama stronger homology,Hippocampus
mmulatta,0.9198688602061612,original,Harmony,metadata_nf_ca1sub_many_higher_expr_harmony_integrated.h5ad,higher expression,0.950763505331246,0.030894645125084774,Harmony higher expression,Hippocampus
mmulatta,0.9202528280710044,original,Scanorama,metadata_nf_ca1sub_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.950763505331246,0.030510677260241592,Scanorama stronger homology,Hippocampus
mmulatta,0.9213161236967244,original,Harmony,metadata_nf_ca1sub_many_higher_expr_harmony_integrated.h5ad,higher expression,0.950763505331246,0.02944738163452154,Harmony higher expression,Hippocampus
mmulatta,0.9218477715095844,original,Harmony,metadata_nf_ca1sub_one2one_only_harmony_integrated.h5ad,one2one only,0.950763505331246,0.02891573382166157,Harmony one2one only,Hippocampus
mmulatta,0.9247127625011076,original,fastMNN,metadata_nf_ca1sub_one2one_only_fastMNN_integrated.h5ad,one2one only,0.950763505331246,0.026050742830138418,fastMNN one2one only,Hippocampus
mmulatta,0.9249785864075376,original,SeuratV4 RPCA,metadata_nf_ca1sub_many_higher_expr_seuratRPCA_integrated.h5ad,higher expression,0.950763505331246,0.025784918923708378,SeuratV4 RPCA higher expression,Hippocampus
mmulatta,0.9254511622411908,original,SeuratV4 CCA,metadata_nf_ca1sub_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.950763505331246,0.025312343090055145,SeuratV4 CCA one2one only,Hippocampus
mmulatta,0.9279321853678708,original,SeuratV4 RPCA,metadata_nf_ca1sub_many_higher_homology_conf_seuratRPCA_integrated.h5ad,stronger homology,0.950763505331246,0.022831319963375174,SeuratV4 RPCA stronger homology,Hippocampus
mmulatta,0.927961721357474,original,fastMNN,metadata_nf_ca1sub_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.950763505331246,0.022801783973771972,fastMNN stronger homology,Hippocampus
mmulatta,0.928138937295094,original,SeuratV4 CCA,metadata_nf_ca1sub_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.950763505331246,0.022624568036151982,SeuratV4 CCA higher expression,Hippocampus
mmulatta,0.9282570812535074,original,SeuratV4 CCA,metadata_nf_ca1sub_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.950763505331246,0.022506424077738618,SeuratV4 CCA higher expression,Hippocampus
hsapiens,0.9714030384271672,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9931164408376204,0.021713402410453164,LIGER UINMF one2one only,Hippocampus
mmulatta,0.930088312608914,original,Harmony,metadata_nf_ca1sub_one2one_only_harmony_integrated.h5ad,one2one only,0.950763505331246,0.02067519272233198,Harmony one2one only,Hippocampus
mmulatta,0.9305904244321704,original,fastMNN,metadata_nf_ca1sub_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.950763505331246,0.020173080899075546,fastMNN higher expression,Hippocampus
mmulatta,0.9313878961514606,original,fastMNN,metadata_nf_ca1sub_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.950763505331246,0.019375609179785425,fastMNN stronger homology,Hippocampus
hsapiens,0.974059850735454,original,LIGER UINMF,rliger_uinmf_metadata_one2one_only_rligerUINMF_integrated.h5ad,one2one only,0.9931164408376204,0.019056590102166426,LIGER UINMF one2one only,Hippocampus
mmulatta,0.9324511917771804,original,SeuratV4 CCA,metadata_nf_ca1sub_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.950763505331246,0.018312313554065596,SeuratV4 CCA one2one only,Hippocampus
sscrofa,0.9720744298409594,original,fastMNN,metadata_nf_ca1sub_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9894739869431424,0.017399557102182994,fastMNN higher expression,Hippocampus
sscrofa,0.9725921026142476,original,fastMNN,metadata_nf_ca1sub_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.9894739869431424,0.016881884328894814,fastMNN higher expression,Hippocampus
sscrofa,0.9726783814097956,original,fastMNN,metadata_nf_ca1sub_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9894739869431424,0.016795605533346802,fastMNN stronger homology,Hippocampus
sscrofa,0.9728796985994076,original,fastMNN,metadata_nf_ca1sub_many_higher_homology_conf_fastMNN_integrated.h5ad,stronger homology,0.9894739869431424,0.016594288343734775,fastMNN stronger homology,Hippocampus
mmulatta,0.9343414951117938,original,fastMNN,metadata_nf_ca1sub_many_higher_expr_fastMNN_integrated.h5ad,higher expression,0.950763505331246,0.01642201021945222,fastMNN higher expression,Hippocampus
sscrofa,0.9730810157890196,original,fastMNN,metadata_nf_ca1sub_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9894739869431424,0.01639297115412275,fastMNN one2one only,Hippocampus
sscrofa,0.9732535733801156,original,fastMNN,metadata_nf_ca1sub_one2one_only_fastMNN_integrated.h5ad,one2one only,0.9894739869431424,0.016220413563026725,fastMNN one2one only,Hippocampus
mmulatta,0.9354933987063236,original,SeuratV4 RPCA,metadata_nf_ca1sub_one2one_only_seuratRPCA_integrated.h5ad,one2one only,0.950763505331246,0.015270106624922342,SeuratV4 RPCA one2one only,Hippocampus
mmulatta,0.9360841184983902,original,fastMNN,metadata_nf_ca1sub_one2one_only_fastMNN_integrated.h5ad,one2one only,0.950763505331246,0.014679386832855745,fastMNN one2one only,Hippocampus
mmulatta,0.9363499424048204,original,SeuratV4 CCA,metadata_nf_ca1sub_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.950763505331246,0.014413562926425594,SeuratV4 CCA stronger homology,Hippocampus
mmulatta,0.9375904539681602,original,scANVI,metadata_nf_ca1sub_many_higher_homology_conf_scANVI_integrated.h5ad,stronger homology,0.950763505331246,0.013173051363085775,scANVI stronger homology,Hippocampus
mmulatta,0.9393921493339634,original,SeuratV4 RPCA,metadata_nf_ca1sub_many_higher_homology_conf_seuratRPCA_integrated.h5ad,stronger homology,0.950763505331246,0.011371355997282562,SeuratV4 RPCA stronger homology,Hippocampus
mmulatta,0.9395693652715834,original,SeuratV4 CCA,metadata_nf_ca1sub_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.950763505331246,0.011194140059662572,SeuratV4 CCA stronger homology,Hippocampus
hsapiens,0.9820544404994808,original,SeuratV4 CCA,metadata_nf_ca1sub_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.9931164408376204,0.011062000338139644,SeuratV4 CCA stronger homology,Hippocampus
hsapiens,0.9828997898702992,original,SeuratV4 CCA,metadata_nf_ca1sub_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.9931164408376204,0.010216650967321161,SeuratV4 CCA higher expression,Hippocampus
hsapiens,0.9829480955486316,original,SeuratV4 CCA,metadata_nf_ca1sub_many_higher_homology_conf_seuratCCA_integrated.h5ad,stronger homology,0.9931164408376204,0.0101683452889888,SeuratV4 CCA stronger homology,Hippocampus
mmulatta,0.94078034084532,original,SeuratV4 RPCA,metadata_nf_ca1sub_many_higher_expr_seuratRPCA_integrated.h5ad,higher expression,0.950763505331246,0.009983164485925955,SeuratV4 RPCA higher expression,Hippocampus
mmulatta,0.94095755678294,original,SeuratV4 RPCA,metadata_nf_ca1sub_one2one_only_seuratRPCA_integrated.h5ad,one2one only,0.950763505331246,0.009805948548305965,SeuratV4 RPCA one2one only,Hippocampus
hsapiens,0.9833345409752916,original,SeuratV4 CCA,metadata_nf_ca1sub_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.9931164408376204,0.009781899862328802,SeuratV4 CCA one2one only,Hippocampus
hsapiens,0.9841315846677776,original,SeuratV4 CCA,metadata_nf_ca1sub_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.9931164408376204,0.008984856169842792,SeuratV4 CCA higher expression,Hippocampus
hsapiens,0.9842765017027753,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9931164408376204,0.008839939134845154,LIGER UINMF stronger homology,Hippocampus
mmulatta,0.94193224443985,original,unintegrated,metadata_nf_ca1sub_many_higher_homology_conf.h5ad,stronger homology,0.950763505331246,0.008831260891395964,unintegrated stronger homology,Hippocampus
hsapiens,0.9845904886119364,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9931164408376204,0.008525952225683975,LIGER UINMF higher expression,Hippocampus
hsapiens,0.9850010868777624,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_homology_conf_rligerUINMF_integrated.h5ad,stronger homology,0.9931164408376204,0.008115353959857963,LIGER UINMF stronger homology,Hippocampus
hsapiens,0.9850493925560948,original,LIGER UINMF,rliger_uinmf_metadata_many_higher_expr_rligerUINMF_integrated.h5ad,higher expression,0.9931164408376204,0.008067048281525602,LIGER UINMF higher expression,Hippocampus
sscrofa,0.981450058957177,original,Scanorama,metadata_nf_ca1sub_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.9894739869431424,0.008023927985965407,Scanorama higher expression,Hippocampus
hsapiens,0.9851943095910924,original,SeuratV4 CCA,metadata_nf_ca1sub_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.9931164408376204,0.007922131246527964,SeuratV4 CCA one2one only,Hippocampus
sscrofa,0.981737654942337,original,unintegrated,rliger_uinmf_metadata_many_higher_expr.h5ad,higher expression,0.9894739869431424,0.007736332000805368,unintegrated higher expression,Hippocampus
sscrofa,0.981766414540853,original,unintegrated,rliger_uinmf_metadata_many_higher_homology_conf.h5ad,stronger homology,0.9894739869431424,0.007707572402289364,unintegrated stronger homology,Hippocampus
mmulatta,0.9432022919927932,original,unintegrated,rliger_uinmf_metadata_many_higher_homology_conf.h5ad,stronger homology,0.950763505331246,0.007561213338452832,unintegrated stronger homology,Hippocampus
mmulatta,0.94343857990962,original,scANVI,metadata_nf_ca1sub_many_higher_expr_scANVI_integrated.h5ad,higher expression,0.950763505331246,0.007324925421625994,scANVI higher expression,Hippocampus
sscrofa,0.9821978085185932,original,Scanorama,metadata_nf_ca1sub_one2one_only_scanorama_integrated.h5ad,one2one only,0.9894739869431424,0.007276178424549196,Scanorama one2one only,Hippocampus
sscrofa,0.9822840873141412,original,Scanorama,metadata_nf_ca1sub_one2one_only_scanorama_integrated.h5ad,one2one only,0.9894739869431424,0.007189899629001184,Scanorama one2one only,Hippocampus
sscrofa,0.9823991257082052,original,SeuratV4 CCA,metadata_nf_ca1sub_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.9894739869431424,0.007074861234937169,SeuratV4 CCA higher expression,Hippocampus
sscrofa,0.9824566449052372,original,Harmony,metadata_nf_ca1sub_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9894739869431424,0.007017342037905161,Harmony stronger homology,Hippocampus
sscrofa,0.9825716832993012,original,Harmony,metadata_nf_ca1sub_many_higher_expr_harmony_integrated.h5ad,higher expression,0.9894739869431424,0.006902303643841146,Harmony higher expression,Hippocampus
sscrofa,0.9826579620948492,original,scANVI,metadata_nf_ca1sub_one2one_only_scANVI_integrated.h5ad,one2one only,0.9894739869431424,0.006816024848293134,scANVI one2one only,Hippocampus
sscrofa,0.9830030772770412,original,Harmony,metadata_nf_ca1sub_many_higher_homology_conf_harmony_integrated.h5ad,stronger homology,0.9894739869431424,0.006470909666101199,Harmony stronger homology,Hippocampus
sscrofa,0.9830318368755572,original,Harmony,metadata_nf_ca1sub_one2one_only_harmony_integrated.h5ad,one2one only,0.9894739869431424,0.006442150067585195,Harmony one2one only,Hippocampus
sscrofa,0.9830318368755572,original,Scanorama,metadata_nf_ca1sub_many_higher_expr_scanorama_integrated.h5ad,higher expression,0.9894739869431424,0.006442150067585195,Scanorama higher expression,Hippocampus
mmulatta,0.9443246595977198,original,scANVI,metadata_nf_ca1sub_one2one_only_scANVI_integrated.h5ad,one2one only,0.950763505331246,0.006438845733526155,scANVI one2one only,Hippocampus
sscrofa,0.9831181156711052,original,Scanorama,metadata_nf_ca1sub_many_higher_homology_conf_scanorama_integrated.h5ad,stronger homology,0.9894739869431424,0.0063558712720371835,Scanorama stronger homology,Hippocampus
sscrofa,0.9834344712547812,original,Harmony,metadata_nf_ca1sub_many_higher_expr_harmony_integrated.h5ad,higher expression,0.9894739869431424,0.006039515688361141,Harmony higher expression,Hippocampus
sscrofa,0.9836357884443934,original,SeuratV4 CCA,metadata_nf_ca1sub_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.9894739869431424,0.005838198498749003,SeuratV4 CCA one2one only,Hippocampus
mmulatta,0.9449744513689932,original,scANVI,metadata_nf_ca1sub_many_higher_homology_conf_scANVI_integrated.h5ad,stronger homology,0.950763505331246,0.005789053962252821,scANVI stronger homology,Hippocampus
sscrofa,0.9837795864369734,original,SeuratV4 CCA,metadata_nf_ca1sub_many_higher_expr_seuratCCA_integrated.h5ad,higher expression,0.9894739869431424,0.005694400506168984,SeuratV4 CCA higher expression,Hippocampus
sscrofa,0.9838083460354894,original,SeuratV4 CCA,metadata_nf_ca1sub_one2one_only_seuratCCA_integrated.h5ad,one2one only,0.9894739869431424,0.00566564090765298,SeuratV4 CCA one2one only,Hippocampus
